วันที่,รายรับ,รายจ่าย,ชนิด,สถานที่,วิธีการชำระเงิน,เกณฑ์
22-Mar-21,,34,"ข้าวเที่ยง, รายจ่าย",Seven-Eleven,Wallet,ปฐมภูมิ
22-Mar-21,,50,"ผลไม้, รายจ่าย",ตลาด,เงินสด,ปฐมภูมิ
22-Mar-21,,20,"ผลไม้, รายจ่าย",ตลาด,เงินสด,ปฐมภูมิ
22-Mar-21,,20,"น้ำผลไม้, รายจ่าย",ตลาด,เงินสด,ปฐมภูมิ
22-Mar-21,,20,"ข้าวเย็น, รายจ่าย",ตลาด,เงินสด,ปฐมภูมิ
23-Mar-21,,523,"ค่าเน็ต, รายจ่าย",ออนไลน์,เน็ตแบงค์,ทุติยภูมิ
23-Mar-21,,29,"ข้าวเช้า, น้ำ, รายจ่าย",Seven-Eleven,Wallet,ปฐมภูมิ
23-Mar-21,,40,"ข้าว, ข้าวเที่ยง, รายจ่าย",ร้านข้าว,เงินสด,ปฐมภูมิ
23-Mar-21,,29,"ของกิน, น้ำ, รายจ่าย",Seven-Eleven,Wallet,ปฐมภูมิ
23-Mar-21,,40,"ข้าวเย็น, รายจ่าย",ร้านข้าว,เงินสด,ปฐมภูมิ
24-Mar-21,,40,รายจ่าย,ร้านข้าว,เงินสด,ปฐมภูมิ
25-Mar-21,,39,รายจ่าย,Seven-Eleven,Wallet,ปฐมภูมิ
25-Mar-21,,40,รายจ่าย,ร้านข้าว,เงินสด,ปฐมภูมิ
26-Mar-21,,130,รายจ่าย,Seven-Eleven,เงินสด,ปฐมภูมิ
26-Mar-21,,40,รายจ่าย,Seven-Eleven,เงินสด,ปฐมภูมิ
26-Mar-21,,7,รายจ่าย,Seven-Eleven,เงินสด,ปฐมภูมิ
26-Mar-21,,19,รายจ่าย,Seven-Eleven,เงินสด,ปฐมภูมิ
27-Mar-21,,80,"ข้าวเช้า, ข้าวเที่ยง, รายจ่าย",ออนไลน์,เงินสด,ปฐมภูมิ
28-Mar-21,,40,"ข้าวเช้า, ข้าวเที่ยง, รายจ่าย",ร้านข้าว,เงินสด,ปฐมภูมิ
29-Mar-21,,34,"ข้าวเช้า, รายจ่าย",Seven-Eleven,เงินสด,ปฐมภูมิ
30-Mar-21,,40,"ข้าวเที่ยง, รายจ่าย",ร้านข้าว,เงินสด,ปฐมภูมิ
30-Mar-21,,34,"ข้าวเช้า, รายจ่าย",Seven-Eleven,เงินสด,ปฐมภูมิ
30-Mar-21,,40,"ข้าวเย็น, รายจ่าย",ร้านข้าว,เงินสด,ปฐมภูมิ
30-Mar-21,,150,"รายจ่าย, เกมส์",ออนไลน์,Wallet,ตติยภูมิ
31-Mar-21,,42,"ข้าวเช้า, รายจ่าย",Seven-Eleven,เงินสด,ปฐมภูมิ
31-Mar-21,,35,"ข้าวเที่ยง, รายจ่าย",ร้านข้าว,เงินสด,ปฐมภูมิ
31-Mar-21,,10,"น้ำผลไม้, รายจ่าย",ตลาด,เงินสด,ปฐมภูมิ
31-Mar-21,,30,"ข้าวเย็น, รายจ่าย",ตลาด,เงินสด,ปฐมภูมิ
